s.no,helpfulVoteCount,productASIN,rating,reviewID,reviewPosition,reviewTitle,reviewURL,verifiedPurchase,sentiment_score,at,content_clean,text_length
5005,3,B00EUHD56A,4.0,R1O9OF83BEWKSB,4,Good Style And Functionality But Durability Issues.,https://www.amazon.com/review/R1O9OF83BEWKSB,True,0.1071969696969696,2025-01-30,"i've own and worn this jacket for about 2 months now. overall the quality is good. the style is good, i've received several complements about it. the warmth is good, but i live in florida so the coldest i've had to deal with is around 30 degrees f. my one complaint is the inner pockets. both have already started to form holes in them, the left inner pocket having the worse hole. because of this i cant keep coins or anything small in the pockets.",85
5006,6,B00EUHD56A,5.0,R2YKZSJXPSEV6S,5,Length fits!,https://www.amazon.com/review/R2YKZSJXPSEV6S,True,0.2065705128205128,2025-01-09,"i loved the style and the fit. i had been looking for a shacket for a few months and ran across this one and the concealed carry one just like it. i saved it and looked around but to no avail. im 6'4 usually around 220lbs and built a little bit weird i guess. i can never find shirts long enough but i wear a 34 length in jeans. i ordered the cqa brand similar to this legendary white tails and it said the length was long but it wasn't long enough so i sold it to my cousin and ordered this 1 and the length is perfect. its so hard to find jackets for myself. this is light but not to light and paired with a hoodie would be really warm. its not gna be terribly warm by itself but i got it for work. i drive a lift in a warehouse and load trucks on the dock and running up into the semi trailers can get very cold in the winter but if i had to be outside this by itself would not be enough. for me though this is perfect so i dont get to hot in a bigger jacket or coat and company policy we can't wear anything with hoods. so this was the choice for me. mine came in perfect condition from what i can see. no rips, no buttons off. everything as shown and should be. i will update this review in time after a few weeks of wearing it.",256
5007,0,B00EUHD56A,5.0,R1NOQEIY2AP9D2,6,great quality,https://www.amazon.com/review/R1NOQEIY2AP9D2,True,0.4933333333333333,2025-02-23,"very nice and comfortable jacket for cool daysnightds. ordered this because i thought i had lost my original one and i loved it. was able to locate my original, a week after leaving it at a resturuant, so now i have 2 of them in different colors. very roomy for wearing layers underneath. good quality and worth the . not going to keep you warm in below freezing temps but works great in temps above 32. have several legendary whitetails shirts and all are of good quality",87
5008,0,B00EUHD56A,3.0,R2Z9SOD0IA2HGK,7,"Stylish and comfortable, but low quality for the price",https://www.amazon.com/review/R2Z9SOD0IA2HGK,True,0.2487012987012987,2025-02-21,"i really like the look of this shirt jacket. it fits well size l and is very comfortable. great for light layers.however, this is more the build quality of a 30 jacket. on the first week, the inner breast pocket tore. a month after purchase, a huge hole tore in the right pocket. a month after that, a hole in the left pocket. the pocket material is a really thin polyester.",71
5009,0,B00EUHD56A,5.0,RYNRV92QQDYQ4,8,Nice Jacket and Stylish,https://www.amazon.com/review/RYNRV92QQDYQ4,True,0.3160714285714285,2025-03-02,"love it. fits well and very stylish. has an almost oiled look to it and very comfortable and warm. if you have a little bit of a belly, i do recommend getting the next size up. its not a boxy cut but more of a taper.",46
5010,710,B00EUHD56A,4.0,RQDN9JHHZ775X,9,"Rugged, good look and nice fit, but should you go down a size?  A couple caveats. . .",https://www.amazon.com/review/RQDN9JHHZ775X,True,0.1009515415713762,2018-10-02,"the short answer to if you should go down from your typical size or not yes, you probably should that is, if you only plan on wearing this shirt jacket without layering. however, if you plan on wearing this with a bulker hoodie or something similar underneath or you have a larger stomach, then probably not. if you are interested in more specifics, please continue reading. . .i wanted a heavier shirt jacket that i could wear over a light to medium-weight hoodie for the upcoming colder months. i normally take an xl or a l depending on the brand, and if i plan on layering or not. i have an athletic build larger shoulders and chest and smaller waist, and, usually, when i plan on layering with a hoodie, i need an xl but being that many said this runs large, i opted for a l. glad i did. . .the large fits well over my medium-weight hoodie, had just enough room for movement where i didn't feel like it was too tight and restricting. it also fit well enough without the hoodie, not too loose and baggy. if i would have gotten an xl as i normally would, then the fit would have been a little too loose for my liking, especially while wearing the jacket without layering. personally, i prefer a little a snugger fit since it holds in body heat better when working in below freezing temps but my preference for a slightly snugger fit may not be pleasurable for you. for reference, i am between 5'11 and 6 feet tall, weigh 200 lbs., have 53.5 inch shoulders, 47 inch chest and 33 inch waist shoulders, chest and waist measured in circumference.if you are someone who likes a much looser fit andor has a larger midsection, i would recommend getting your usual size -- at least. this shirt jacket is more streamlined in the body than what many other shirt jackets are, so if you have a larger belly and went a size down, this shirt jacket will most likely be a bit too tight for you. this i knowafter i purchasing mine and wearing it a bit, i bought another one for my stepfather. unlike me, he has smaller shoulders. . .and a fairly large midsection. he normally takes a l for his jackets, but since this shirt jacket runs a little large, i opted for a m. it didn't fit. it was ok for him in the shoulders, but the jacket wouldn't button over his larger belly. i returned it and got a large for him, which then did fit over his larger midsection, but barely.this shirt jacket does have side pockets and one pocket inside up by the chest area for a smart phone, wallet or whatever. one thing i should say about the side pockets is that they are awkwardly placed. the manufacturer put the side pockets right on the seams where the front and back parts of the shirt jacket are sewn together, and so the pockets are a bit farther back from where typical side pockets would be -- from my experience anyway. if you want to use them to warm your hands, you better have flexible shoulders.also about the pockets. . .not the side ones, but the inside pocket up by the chest some people have commented that the velcro is overly strong and thus there are some concerns of tearing the inner liner when pulling open the pocket. yes, it is strong, like most new velcro is, but. . .if you grab each part of the velcro with your hands and close and open it a couple of hundred times this may sound like a lot work, but i did so in only a couple of minutes, the velcro will loosen up. . .and considerably.the thing that i am the most disappointed with is the snap buttons they are very weak. the snap buttons are metal and look nice and sturdy, but several of them would not stay snapped together very well. they would pop open with minimal effort, like bending over, for example. thankfully, though, not all of them are so exceptionally wimpy -- just a few of them. so for most part, the shirt jacket stayed partially buttoned.in all, this is a very nice looking, feeling and sturdy shirt jacket which is quite warm when worn with a hoodie. it does a good job keeping out the wind and it appears to shed some water as well. it also goes on and off very easily because of the inner nylon-lined sleeves. but because of the weakness of some of the snap buttons and the extreme side placement of the side pockets, i cannot give this more than four stars.updatei've been wearing this shirt jacket for approximately 18 months now, during fall and winter mostly, and it has held up well. it has endured a lot of abuse during that time, and it still looks good -- no tears, no scratches and no coming undone at the seams. but. . .as i stated before, those darn snap buttons sure could be a lot stronger. many times while i was out doing something strenuous, like cutting brush or shoveling a lot of snow, i looked down and saw the bottom half of the jacket unbuttoned. i don't know if i got a bad batch of buttons, or if the rest of these shirt jackets are this way. it is a minor complaint, but it does get a little annoying when working hard and then constantly having to rebutton the jacket.and as for how warm it is during winter. . .i'm impressed. with the configuration of clothing i have shown in my photos tee-shirt, long sleeve denim shirt, medium weight hoodie and this jacket , i've been good in -25 to -30 temperatures and that is not including the wind chill, that is, as long as i stay active. my face and hands were another matter, though. . .i would like to be able upgrade my rating for this jacket, for the overall quality of this shirt jacket is high and it is also very warm. but the weakness of the snap buttons prevents me from rating it better than what i originally did.second updatebeen two and a half years of wearing this jacket. . .and it is still in excellent shape. even though i've put this shirt jacket though a lot of abuse cutting, hauling and piling firewood, cutting multitudes of brush and many other outside jobs where i was crawling around in the dirt, the shell is still intact -- no tears or rips or seams coming undone. the inside is fully intact as well. unfortunately, the metal snap buttons have weakened a bit more. i recently took a photo of myself after i was done cutting down some balsam trees on my property. you can get a better look at how the jacket looks in an outside environment. and as testament to what i have been saying about the snap buttons, you can see that the lower half of the jacket is unbuttoned. it is such a shame that these buttons are so weak, for it degrades the overall quality and appeal of this otherwise outstanding jacket.",1211
5011,0,B00EUHD56A,5.0,R2AAXH1LVGB44I,10,The perfect lightweight jacket/work shirt.  It's so soft!!,https://www.amazon.com/review/R2AAXH1LVGB44I,True,0.3148358585858585,2025-03-04,"i bought this for my dad for christmas and he loved it so much that i got him another one several years later. it's the perfect weight...i'd consider it more of a light jacket than a shirt and is incredibly soft. the original one i got for him is still in decent shape, so i consider it very durable. he now wears that one as his work jacket to work outside in and wears the new one as his good jacket. this one is a winner!",86
5012,0,B07S2D56H6,5.0,R3FTIX1LW10XFY,1,Great jacket! Timberland tan? …read on!,https://www.amazon.com/review/R3FTIX1LW10XFY,True,0.2375496031746031,2025-02-27,"im 59 185lbs, we listen and we dont judge originally ordered a large. received it, tried it on and it was huge! sleeves were extremely long, the body of the jacket was super baggy, even with a sweatshirt on i still looked like a 5 year old trying on grandpas suit jacket.i returned the large, ordered a medium and it fit perfect! thats what she said also fits nicely with a sweatshirt on. certainly not the warmest jacket but does the job on those 50 degree days. beats going back to your ex to keep you warm on those chilly days.the zipper is a bit annoying to operate but that seems to be a thing with carhartt jackets. being that i own a few, they all have that same issue. still its no where near as annoying as your boss saying good morning on a monday morning, before coffee.i really like the tan color of the jacket but just know, its not a perfect match to the timberland tan, the jacket is a bit darker. so, if youre looking for a jacket to perfectly match your tims, this isnt it unfortunately. but damn does it still look nice when paired with the boots! play on, playa!",206
5013,3,B08ZNZ9NFT,5.0,R1QTB0JLH7Q6AI,1,Superb purchase,https://www.amazon.com/review/R1QTB0JLH7Q6AI,True,0.3878968253968253,2024-11-15,"love this jacket! its sleek, super comfortable, and goes with everything. the fit is modern without being too tight, and its perfect for layering in cooler weather. lightweight but still warm enough for fall and spring. the quality feels amazing, and ive gotten so many compliments on the style. definitely worth it!",52
5014,0,B08ZNZ9NFT,5.0,R11KI90XBW7NCX,2,"Very warm jacket, true to size, perhaps the Sherpa lining could have been black to avoid staining.",https://www.amazon.com/review/R11KI90XBW7NCX,True,0.1741758241758241,2025-01-18,"excellent calvin klein sherpa lined jacket for cold winters in the nyc area. the jacket warmth rating is 7f or -14c and it's definitely usable up to 15f or -9c.the size is on point, at least for me. i usually wear a large size and this is perfect 195, 5'11. it's water proof and made 100 using polyester. overall a great value for money jacket for cold days. the few negatives are, the zip for the side pocket is very flimsy and hoodie can't be removed. but for the price it's a good warm, lightweight jacket.",96
5015,0,B08ZNZ9NFT,5.0,R3DL5JRWH3CMBA,3,Wonderful,https://www.amazon.com/review/R3DL5JRWH3CMBA,True,0.5519999999999999,2025-01-19,"very comfortable, warm, lightweight but snuggly. i'm very happy with it. i didn't notice when ordering but it has an inside pocket that has a side zipper chest high that great for a wallet or cellphone",36
5016,0,B08ZNZ9NFT,5.0,R2QWUU2Q42ZS0P,4,This thing is WARM.,https://www.amazon.com/review/R2QWUU2Q42ZS0P,True,0.3372294372294372,2025-03-04,"i live on the oregon coast, which is not known for it's sub-zero temperatures, but it can get below freezing from time to time ... and the wind can be pretty nuts. i ordered this because i didn't really have a coat for winter weather. well, this definitely fits the bill. while i can't comment on arctic temperatures, i can say it is not for a mildly cool day. it snowed here recently, and i was snug as a bug in this. it's super comfortable and soft. i haven't had any issues with the fuzz getting caught in the zipper like i've seen in other reviews. i'm 5'7 and about 200 lbs look, i'm working on it, and the large fits me perfectly. i'm really happy with this coat. it's a great bang for your buck.",136
5017,0,B08ZNZ9NFT,4.0,R2ML1MAHRLVEU8,5,good quality and fitting if you select perfect size,https://www.amazon.com/review/R2ML1MAHRLVEU8,True,0.3233333333333333,2024-12-16,"the calvin klein men's hooded down jacket is a perfect blend of style and warmth, making it ideal for cold weather. the sherpa lining ensures a cozy, comfortable fit, while the down insulation provides excellent warmth. priced reasonably for a high-quality brand like calvin klein, it offers good value for money. durability is solid, though occasional zipper concerns have been mentioned. overall, its a stylish, versatile jacket suitable for various winter occasions.",72
5018,0,B08ZNZ9NFT,5.0,R3VNCCUHMMRRHA,6,Perfect Winter Jacket,https://www.amazon.com/review/R3VNCCUHMMRRHA,True,0.6555555555555554,2024-12-23,"this is the perfect winter jacket! super warm, comfortable, waterproof and lightweight! looks great too. the end of the sleeves are elastic so that helps with the wind. great design",30
5019,0,B08ZNZ9NFT,5.0,R2KVPRRSJ9YTQB,7,Jacket,https://www.amazon.com/review/R2KVPRRSJ9YTQB,True,0.45,2024-12-24,very nice jacket. light weight and very warm.water resistant.great price. runs true to size,14
5020,0,B08ZNZ9NFT,5.0,RNUV2G2RS93ZM,8,The BEST WARM Jacket,https://www.amazon.com/review/RNUV2G2RS93ZM,True,0.6,2025-03-06,"holy smokes! this jacket will keep you so warm youll start to sweat. its lightweight, so its deceiving on how warm it will be. look so nice and an amazing price for the quality.",34
5021,0,B08ZNZ9NFT,4.0,RHYNBYRHELBAV,9,Very Warm! But zipper will get stuck.,https://www.amazon.com/review/RHYNBYRHELBAV,True,0.3830952380952381,2025-02-03,the jacket is one of the warmest jackets i ever owned. once zipped up to the max it covers my lower face perfectly from the wind and chill. it has a very very soft feeling exterior and warm fur feeling interior. they claim this jacket is filled with down feathers and no it is not. the fine print says warm as down. but the reason i gave 4 stars and not 5 is the zipper. the zipper gets hung up alot of times and has to be reset on track alot. i have a cheaper hoodie that i've never had that issue from. but other than that i love it. it is a tad bit over sized. i wear a medium and ordered a medium but it feels like a large. 4 stars final answer. i would most likely buy again for the warmth alone.,145
5022,0,B08ZNZ9NFT,5.0,R4SOX53DP0BHA,10,"Stylish, light, but extremely warm jacket!",https://www.amazon.com/review/R4SOX53DP0BHA,True,0.3801587301587302,2025-03-06,"very warm jacket! also, i love the material. its nice and cozy. my girlfriend cant stop touching it ha ha. its super styling all the while keeping me warm. it resists water very well. also, very lightweight! the fit was perfect. a definite buy for all calvin klein lovers and its worth every single penny.",55
5023,5,B08PF4YNVQ,5.0,R1XF65UC9ORHD7,1,COOFANDY Men's Sport Coat Casual Blazer One Button Business Suit Jacket,https://www.amazon.com/review/R1XF65UC9ORHD7,True,0.2416009852216749,2025-01-29,"the coofandy men's sport coat is a versatile and stylish blazer that strikes the perfect balance between casual wear and business attire. ideal for a range of occasionsfrom a smart-casual office look to a night outthis jacket combines comfort, style, and affordability.design and fitthe one-button design is sleek and modern, offering a sharp, streamlined look. the fit is tailored without being too tight, providing a flattering silhouette. its not overly slim, so it's comfortable to wear throughout the day without feeling restricted. the fabric is soft yet sturdy, giving it a premium feel without the high price tag. the colors and patterns available in several options are versatile and easy to pair with both casual and formal attire.comfort and durabilitywhile it's lightweight, the jacket still feels well-constructed, and it doesn't have that cheap, flimsy vibe that some budget-friendly blazers tend to have. the material has a nice amount of stretch, making it suitable for all-day wear. it's breathable enough to wear in warmer weather but substantial enough for cooler temperatures when layered with a shirt or sweater underneath.styling optionsyou can easily dress this jacket up or down. pair it with dress pants and a button-down shirt for a business meeting or with jeans and a t-shirt for a more relaxed look. the versatility is one of its strong points, making it a wardrobe staple for anyone looking to add a polished touch to their closet without breaking the bank.prosaffordable yet stylishversatile for various occasionscomfortable and breathable fabricslim, flattering fiteasy to care for and maintainconsthe fabric may not be as heavy-duty as higher-end options, so it's not ideal for very formal or colder-weather eventslimited colorpattern options depending on availabilityconclusionoverall, the coofandy men's sport coat casual blazer is an excellent choice for anyone in need of a budget-friendly blazer that still delivers on style, comfort, and functionality. its perfect for those who want a smart-casual look without splurging on expensive formalwear. whether you're dressing up for a work event or just adding a touch of sophistication to a casual outfit, this jacket will serve you well.",344
5024,3,B08PF4YNVQ,5.0,R2DSLKCE647MAI,2,Looks great!,https://www.amazon.com/review/R2DSLKCE647MAI,True,0.3611111111111111,2025-01-28,"i love this jacket! it fits just right. the sleeves were just a tad long but got the cuffs altered and it looks great! is it a 500-1500 jacket? no, but it is great for the price! great for smart casual occasions like a cruise or meeting friends out for cocktails.",51
5025,8,B08PF4YNVQ,4.0,R8I24P2WR0GEI,3,Good at this price point but sleeves run long,https://www.amazon.com/review/R8I24P2WR0GEI,True,0.1875457875457875,2024-05-07,"material doesn't look shinny cheap nor flimsy - sturdy and fine looking. tayloring is also good and fits as designed slim. only issue is that the sleeves are way too long in proportion should someone's arms are actually long enough to fit the sleeves, they must be at least 6' tall and skinny for the sleeves which also run on the tight side, which would then make the overall suit look short. it cost me 26 to have it shortened and pressed, but still a good buy for this price and quality.",92
5026,43,B08PF4YNVQ,5.0,RNLUTLC0IS2KA,4,A Stylish and Well-Fitting Sport Coat - COOFANDY Delivers Excellence,https://www.amazon.com/review/RNLUTLC0IS2KA,True,0.3528053830227743,2023-06-19,"i recently purchased the coofandy men's sport coat, and i couldn't be happier with my purchase. in fact, i loved it so much that i decided to buy another one in a different color. this blazer jacket has quickly become a staple in my wardrobe, thanks to its exceptional fit, stylish design, and overall quality.first and foremost, the fit of this sport coat is simply outstanding. it hugs my body in all the right places, giving me a slim and tailored look. the slim fit design enhances my silhouette without feeling restrictive, allowing for comfortable movement throughout the day. it truly feels like it was custom-made just for me.the lightweight construction of the jacket is another standout feature. it is perfect for those warmer days when i want to dress up without feeling overheated or uncomfortable. the fabric is breathable and allows for adequate airflow, ensuring that i stay cool and confident even during extended wear.one of the things that impressed me the most about this sport coat is the attention to detail in its design. the one-button closure adds a touch of sophistication, while the notch lapel and classic blazer style give it a timeless appeal. i appreciate the versatility of this jacket, as it effortlessly transitions from casual to more formal occasions.the overall quality of the coofandy men's sport coat is exceptional. the stitching is impeccable, and the fabric feels durable and long-lasting. it has held up well even after multiple wears and remains in excellent condition. the craftsmanship is evident, and it gives me confidence that this jacket will continue to look great for years to come.i must also mention the range of color options available for this sport coat. the fact that i ended up purchasing it in another color speaks volumes about how much i love this jacket. whether you're looking for a classic navy, a versatile gray, or a bolder shade, there's a color to suit every personal style and occasion.in conclusion, i highly recommend the coofandy men's sport coat. it combines style, comfort, and quality in a way that exceeded my expectations. the impeccable fit, lightweight construction, and attention to detail make it a standout choice for any fashion-conscious individual. i have received numerous compliments when wearing this sport coat, and i am confident that you will love it as much as i do.if you're in search of a well-fitting and stylish sport coat that will elevate your wardrobe, look no further than the coofandy men's sport coat. it's a true gem that will make you feel confident and stylish on any occasion.",430
5027,0,B08PF4YNVQ,5.0,R27C58PS57X2V3,5,Great price and look,https://www.amazon.com/review/R27C58PS57X2V3,True,0.1162698412698412,2025-01-31,"i like the fit and style that looks like it should cost more. plus, it does not have to be dry cleaned. using the size chart, i was recommended for an extra large which i am not but it fit ie it runs small.",44
5028,0,B08PF4YNVQ,5.0,R3OJTN5NBJHIZO,6,Well-made and the fit was correct. I give it five stars!,https://www.amazon.com/review/R3OJTN5NBJHIZO,True,0.372,2025-02-16,nice fitting jacket and very nice fabric too! i highly recommend this jacket. im going to order another one in a different color.,23
5029,0,B08PF4YNVQ,3.0,R2OYAUAKK2WMGV,7,"Good jacket, but made very slim",https://www.amazon.com/review/R2OYAUAKK2WMGV,True,0.5388888888888889,2025-01-20,"great coat. we loved the material thickeness and quality of stitching. the feel of the jacket and lining was nice, as well as the color. however, the jacket was super slim in both the shoulders and fit around the waist. my husband was bummed that it did not fit.",49
5030,0,B08PF4YNVQ,4.0,R1HU6I7CUY7V0U,8,4 out of 5,https://www.amazon.com/review/R1HU6I7CUY7V0U,True,0.4828125,2025-02-16,"i wear a 38s so i ordered this jacket in a medium. i'm 5'9 165lbs and the fit was pretty close to perfect. definitely fits as a slim-suit style, but it could've been a little tighter better fitting when buttoned. for the price, awesome purchase.",45
5031,0,B08PF4YNVQ,4.0,R1QWY4X0DMYUSQ,9,"Good value, you get what you pay for",https://www.amazon.com/review/R1QWY4X0DMYUSQ,True,0.0521396396396396,2024-11-18,"i read the critical reviews, and still ordered it. amazon even warns that this particular item has a more-than-usual return rate. i am keeping mine. first is the material. polyesterspandex could mean almost any thing it is not italian wool and i did not expect it to look like it was. i have no idea how the material will hold up. the size and styling is called slim fit which means it is not made for most american men. i take a size 2 -- i am too short, too fat, too old. nothing off the rack is gonna fit me. for pants i need a 40 inch waist and a 24 inch inseam. i have a small chest with a big pot belly. i buy dress shirts at macy's and expect to double the price when i add in the tailoring needed. this jacket was priced at about the same as a good weight pair of 501 jeans. i was not expecting bespoke fit or construction. the next up is the design. it is called 'a blazer' . for me that means patch pockets and contrasting metal buttons. this jacket has neither. the three sleeve buttons had sparse button hole stitching. it was so fake that when i had the sleeves shortened, i had similar decorative stitching added to continue the joke. it does not have the typical fake stitched button hole on the lapel that is convenient for wearing decorative or identifying pins. the pockets are slit with flaps. it may not be clear from the pictures, but there are two inner pockets and the jacket is fully lined. yes it is very light weight. but now, even in the heart of winter, i rarely will be wanting to wear my real bespoke shetland wool tweed sport coat. everywhere is heated much warmer now. also, it has center vent, not mentioned. that is important for me because the usual side vents show off my big butt.i wanted a light weight jacket that looked better than a zippered hoody, for casual wear -- unbuttoned -- year round. i think this will do me just fine.",356
5032,4,B08PF4YNVQ,4.0,R182HWCAPKDLWA,10,Small Fits Large!,https://www.amazon.com/review/R182HWCAPKDLWA,True,0.1520408163265306,2025-01-03,i ordered 2x small size blazers. when i received the blazers they were both much larger than my current blazersize m which was already a large fit on me. overall quality of the blazers are good but the size is way off!!,42
5033,0,B0BPLX5T1S,5.0,RRU2VBFDCU35U,1,Great coat,https://www.amazon.com/review/RRU2VBFDCU35U,True,0.6166666666666667,2025-01-13,great jacket at a great price. size fit me well and it looks good. the material probably suits darker colors better. i went with navy and love it.,28
5034,0,B0BPLX5T1S,5.0,R1CUEH9GMJJLE2,2,Nice lightweight jacket,https://www.amazon.com/review/R1CUEH9GMJJLE2,True,0.1982142857142857,2025-01-08,"wanted a lightweight jacket for those days when a heavy coat isn't needed, this one fit the bill. more of a windbreaker with just enough insulation to keep me warm on rainy or chilly days. fit is very good, not too bulky and didn't want one with a hoodie. sleeve length is just right for me, the cuffs have velcro to adjust the openings.",64
5035,0,B0BPLX5T1S,4.0,RPHRR2RBCPN2I,3,Nice jacket,https://www.amazon.com/review/RPHRR2RBCPN2I,True,0.0,2024-09-06,"like the quality,price ,model,appearance.nno dislikes.",5
5036,0,B0BPLX5T1S,5.0,R17LOM7TFYY7X9,4,windbreaker review,https://www.amazon.com/review/R17LOM7TFYY7X9,True,0.475,2025-03-04,"great fit, warmer than expected, looks great.",7
5037,0,B0BPLX5T1S,5.0,R1GN2ERXWZNIDD,5,Nice jacket,https://www.amazon.com/review/R1GN2ERXWZNIDD,True,0.6,2025-02-02,jacket is nice and lightweight to wear in the office,10
5038,0,B0BPLX5T1S,1.0,R3BOYCOCL67AG3,6,no es lo que vi,https://www.amazon.com/review/R3BOYCOCL67AG3,True,0.0,2025-02-20,"no es lo que se ve en la imagen por que el cierre, cremallera o zipper o como le digan yo esperaba que sea de color plata y es de color negro. en la imagen se ve de color plata y por esa la compre.",45
5039,0,B0BPLX5T1S,5.0,RV6C2M5SU4OQJ,7,Surprisingly high quality light jacket.,https://www.amazon.com/review/RV6C2M5SU4OQJ,True,0.5,2024-12-30,"affordable and good quality jacket. has an inner liner to boot. had the features i was looking for. bought one, then then bought another one to create a patch jacket with automotive patches. great value.",35
5040,0,B0BPLX5T1S,3.0,RAVMJM2WTF8GL,8,Looks nice but too thin,https://www.amazon.com/review/RAVMJM2WTF8GL,True,0.2,2024-11-12,"this is the lightest jacket you ever buy, not really a fall jacket if you ask me.",17
5041,0,B0BPLX5T1S,4.0,R2OMGX3VO1J79H,9,"Looks nice, only for wind though",https://www.amazon.com/review/R2OMGX3VO1J79H,True,0.525,2025-03-07,looks good but it's really only for wind. there's no hood so you can't use this if it's raining out. it's kind of warm.,24
5042,0,B0BPLX5T1S,5.0,R1LGEG6W09QQZ4,10,Very stylish jacket,https://www.amazon.com/review/R1LGEG6W09QQZ4,True,0.55,2025-03-08,very stylish jacket and amazing value for the price in my opinion,12
5043,0,B08ZQM6Y2B,5.0,R3HGCD62OJR5S2,1,Winter Jacket,https://www.amazon.com/review/R3HGCD62OJR5S2,True,0.3899999999999999,2025-02-20,it is really warm and the quality is really good. protects you well from the cold and provides great comfort. stylish with a nice fit for everyday use and great value for money. a lot of pockets which can be useful.,41
5044,4,B08ZQM6Y2B,5.0,R3G28HXWGFRYVP,2,Great look and feel.,https://www.amazon.com/review/R3G28HXWGFRYVP,True,0.4183649683649683,2024-12-05,"the jacket looks like it costs a lot more than it does. i feel like im at aspen. very classy. it appears well constructed. good zipper, four deep pockets, good cuff elastics.i didnt expect it to be this nice.it is not down filled. it is a polymer fill and that is fine for me. i live in atlanta and will only be wearing it to the store, the gym, or to walk the dog in 20 weather. its is plenty warm for that.my wife loves it and thinks i look great. the price is right. get the white one.im happy.",100
5045,4,B08ZQM6Y2B,5.0,R3MHK3OMJ8RIRE,3,Good jacket,https://www.amazon.com/review/R3MHK3OMJ8RIRE,True,0.6166666666666667,2024-12-12,"good quality. nicely fits . the style is great, because you can wear it with everything. lightweight, but warm . not winter warm, fall warm",25
5046,0,B08ZQM6Y2B,5.0,R3IMOKYBPO3PQM,4,LOOKS GOOD AND KEEPS ME WARM. LIGHTWEIGHT,https://www.amazon.com/review/R3IMOKYBPO3PQM,True,0.625,2025-02-28,"great looking coat. lightweight, good fit, and keeps me warm in the winter months.",14
5047,0,B08ZQM6Y2B,4.0,RXVP41JHJ4DP0,5,OK jacket,https://www.amazon.com/review/RXVP41JHJ4DP0,True,0.625,2024-12-29,fit is perfect. fairly warm jacket. ok value for the money,11
5048,0,B08ZQM6Y2B,5.0,R185N066A76JP0,6,Excellent quality,https://www.amazon.com/review/R185N066A76JP0,True,0.3732142857142856,2025-01-09,"i was a little surprised and impressed by the nice quality of this jacket, given its low price. my husband says it keeps him warm and toasty, and i think it's very stylish",33
5049,2,B08ZQM6Y2B,5.0,RXPHOE17MP4F9,7,Best jacket!,https://www.amazon.com/review/RXPHOE17MP4F9,True,0.1551515151515151,2024-12-26,"i purchased this jacket for a trip to south dakota in november. i wore it when it was snowing lightly and the jacket kept me warm and cozy. i had to walk about a quarter of a mile down the road and the jacket was the best thing about that walk! if you're traveling somewhere cold or you live somewhere cold, i would highly recommend it! it is also cute and you can put things in the pockets like gloves, a beanie, or a scarf.",85
5050,0,B08ZQM6Y2B,5.0,R3K1BDFE71YEAB,8,Well made and comfortable,https://www.amazon.com/review/R3K1BDFE71YEAB,True,0.5266666666666667,2025-01-07,"excellent coat warm, comfortable, fits well. tlhe neck zips up effectively. i added a spray coat of water protection. highly recommend",21
5051,0,B08ZQM6Y2B,5.0,R1RKX1ZUP02D0A,9,"Elegancia y versatilidad, pero ten cuidado con las tallas",https://www.amazon.com/review/R1RKX1ZUP02D0A,True,0.1866666666666666,2025-01-26,"esta chamarra calvin klein blanca me encant desde el primer momento. el diseo es elegante y atemporal, con un color que combina prcticamente con cualquier outfit, ya sea casual o un poco ms formal. es una prenda muy verstil que se adapta perfectamente a diferentes ocasiones.el material es de excelente calidad, algo que siempre espero de esta marca, pero en este caso super mis expectativas. es cmoda, ligera y se siente duradera, ideal para climas frescos sin dejar de ser estilosa.lo nico que debo mencionar es que las tallas parecen ser ms amplias de lo normal. si prefieres un ajuste ms entallado, recomendara elegir una talla menor a la que normalmente usas. aun as, este detalle no afecta la experiencia general porque el diseo sigue luciendo increble.sin duda, es una pieza que ahora considero esencial en mi guardarropa. felicitaciones a calvin klein por crear algo tan sofisticado y funcional! recomiendo esta chamarra completamente, pero con atencin a las tallas.cuando tenga algunas fotos mas con la chamarra puesta , actualizo mi resea!",171
5052,0,B08ZQM6Y2B,5.0,RQAT2N0JGM3ZR,10,Excelente,https://www.amazon.com/review/RQAT2N0JGM3ZR,True,0.9,2025-02-22,"una prenda muy agradable por su textura , gusta a la vista , cmoda y perfecta para el fro , tiene el peso ideal y al lavar no se deforma",30
5053,2,B0CKSXVKCQ,5.0,R2SZRPIWVJ7NT1,1,Very comfortable and light,https://www.amazon.com/review/R2SZRPIWVJ7NT1,True,0.5166666666666667,2025-02-16,love the jacket fits great and i like wearing it with a sweater underneath. it gives it a very clean and dressed up look.,24
5054,21,B0CKSXVKCQ,5.0,R2U8R2WQX7HUOH,2,"Great quality, great fit, perfect for cooler days",https://www.amazon.com/review/R2U8R2WQX7HUOH,True,0.1629629629629629,2024-06-27,"this is a 100 polyester shell and lining jacket -- intended to be a windbreaker, and it is exactly that. the fabric is quite nice it's well made, and fits comfortably. i ordered a l, and it fits my husband perfectly. he's 5'8 and typically 170-180, and wears a 42-44 sports coat. sometimes when you order darker colors, they appear faded however, the fabric of this jacket is beautiful -- very nice quality. it has 1 inside zipper and 2 outside zippers. will be nice for when it is a bit chilly outside would not be warm enough if it was 'cold' outside. strictly a thin polyester-lined lightweight jacket. wld definitely buy this again.",114
